"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,         488,      -2.791390149,      0.2184795771,     -0.6273881389,       2.674487212,      -4.216835988,      0.2425541793
          0,           0,         489,      -2.862341869,      0.1239844796,     -0.6926725533,       2.598480887,      -4.260473237,      0.1989168706
          0,           0,         490,      -3.065745289,      0.1691825195,     -0.7879079563,       2.395363217,      -4.309240929,      0.1501491888
          0,           0,         491,      -3.018899834,      0.2526941923,     -0.8155946852,       2.453649215,      -4.221578304,      0.2378118395
          0,           0,         492,      -2.869864835,        0.28652469,     -0.7296927667,       2.608798386,      -4.220249143,      0.2391409501
          0,           0,         493,        -2.7679728,       0.314450083,     -0.6233969013,       2.709812575,      -4.223577274,      0.2358128927
          0,           0,         494,      -2.763221477,      0.3192481997,     -0.6054597029,       2.714165686,      -4.222860203,      0.2365299704
          0,           0,         495,      -2.758566906,        0.33018693,     -0.6071570384,       2.715275372,      -4.163140168,      0.2962500311
          0,           0,         496,      -2.746473851,      0.2589278924,     -0.5728834266,       2.722915736,      -4.131751446,      0.3276387674
          0,           0,         497,      -2.824109011,      0.1597791422,     -0.6546139683,        2.63810825,       -4.13970741,      0.3196828415
          0,           0,         498,      -2.838837492,      0.1886686697,     -0.7203639016,       2.625922695,      -4.171606892,       0.287783404
          0,           0,         499,      -2.862243285,      0.2283116193,     -0.7297844413,        2.61241419,      -4.176651855,      0.2827384054
